ID,education_level,years_experience,job_title,industry,location,company_size,certifications,age,working_hours,crucial_code,salary
347,Bachelors,15,Analyst,Finance,New York,Large,3,48,38,UUR277,104107.8402
348,High School,5,Software Engineer,IT,New York,Medium,4,44,49,DCT958,82097.79824
349,High School,17,Software Engineer,Finance,New York,Small,1,40,53,TQN321,102260.167
350,High School,13,Data Scientist,Finance,New York,Medium,2,26,51,MVO591,98694.27552
351,High School,14,Software Engineer,IT,New York,Large,3,46,46,PMG389,85763.39008
352,Masters,10,Software Engineer,,New York,,3,38,59,,93656.36577
353,High School,16,Data Scientist,IT,New York,Medium,0,46,38,HGG986,102088.4818
354,High School,19,Manager,Education,New York,Large,3,57,55,FDJ043,90145.51114
355,PhD,14,Analyst,Education,New York,Small,3,37,31,AYG648,84757.44561
356,Bachelors,5,Manager,Healthcare,New York,Large,0,37,32,DAC057,85656.57765
357,PhD,1,Data Scientist,Healthcare,New York,Medium,4,25,46,SAC106,86963.43951
358,,3,Manager,Education,New York,Small,4,,54,UVT601,76447.05342
359,PhD,0,Analyst,Education,New York,,2,40,32,,85406.77181
360,High School,9,Manager,,New York,Medium,0,59,56,LYU285,79892.49079
361,,6,Software Engineer,Healthcare,New York,Large,2,50,39,BXO496,77014.36693
362,Bachelors,2,Analyst,Healthcare,New York,Large,1,54,40,OPH029,70587.35225
363,Masters,9,Data Scientist,Healthcare,New York,Medium,0,49,34,WXG070,85298.61679
364,High School,0,Analyst,Healthcare,New York,Large,2,23,38,TKH767,53135.44234
365,Bachelors,7,Software Engineer,,New York,Large,4,50,58,FLJ427,82563.19154
366,PhD,15,Manager,Finance,New York,Small,1,58,50,YBR072,107289.6651
367,Masters,7,Software Engineer,IT,New York,Medium,2,,34,QGM980,82427.93292
368,Masters,19,Manager,IT,New York,Small,3,26,58,MTZ872,94714.22047
369,High School,15,Data Scientist,Healthcare,New York,Medium,1,58,38,JPW659,92965.10369
370,Bachelors,6,Analyst,Healthcare,New York,Large,0,53,33,NUK512,71997.16513
371,PhD,3,Analyst,Healthcare,New York,Small,3,27,40,ENC371,77509.10745
372,Masters,5,Manager,Finance,New York,Small,1,49,36,DPO000,75388.05146
373,Bachelors,17,Data Scientist,Healthcare,New York,Large,0,,57,BLH946,104820.7351
374,PhD,3,Manager,Finance,New York,Large,1,28,,OJR579,96575.39648
375,Masters,0,Software Engineer,IT,New York,Medium,2,33,46,GWM719,62803.28611
376,Bachelors,1,Analyst,Finance,New York,Small,3,58,59,DMI278,70980.53805
377,High School,19,,Finance,New York,Large,4,27,34,QME040,114092.8786
378,Bachelors,13,Data Scientist,IT,New York,Medium,3,37,34,ZDC349,99783.46271
379,High School,9,Analyst,Finance,New York,Small,0,48,55,JYJ719,78537.38939
380,,5,Software Engineer,Finance,New York,Small,0,54,50,KQR748,66784.00482
381,Masters,5,Software Engineer,Finance,New York,Medium,,48,44,YBU041,86661.59388
382,Masters,1,Manager,Education,New York,Small,3,50,52,IHV369,69902.20702
383,PhD,3,Software Engineer,Education,New York,Small,0,34,50,OVY624,81442.81383
384,,0,Analyst,,New York,Medium,2,48,37,OAS975,53403.12666
385,Masters,12,Software Engineer,Finance,New York,Large,0,27,41,XXE384,74753.46431
386,PhD,13,Data Scientist,Finance,New York,Small,3,52,,NVN909,98797.93869
387,High School,3,Analyst,Finance,New York,Large,3,59,56,RVK800,76449.02322
388,Masters,5,Data Scientist,IT,New York,Medium,4,41,40,XOW916,83222.4939
389,PhD,7,Manager,Finance,New York,Large,3,34,52,CDF209,99315.85673
390,High School,5,Software Engineer,Education,New York,Medium,,38,47,NOL710,66833.25408
391,PhD,17,Analyst,Education,New York,Small,4,34,45,HZC206,90579.12993
392,PhD,17,Software Engineer,IT,New York,,1,37,34,,113281.0283
393,PhD,13,Analyst,,New York,Medium,3,45,56,SCG363,95595.6662
394,PhD,16,Manager,IT,New York,Medium,1,42,47,WDL047,112470.6208
395,Masters,14,Analyst,Finance,New York,Large,1,44,46,WSY453,100920.5636
396,High School,12,Software Engineer,IT,New York,Small,4,54,31,CTE015,87993.33965
397,Masters,10,Data Scientist,Healthcare,New York,Small,2,50,56,LQO690,96126.56754
398,Bachelors,2,Data Scientist,IT,New York,,3,51,36,,81194.52891
399,High School,0,Analyst,Education,New York,Large,2,46,42,VHK344,45050.7354
400,Bachelors,0,Analyst,Healthcare,New York,Large,3,38,52,LVW588,
401,Bachelors,16,Data Scientist,Education,New York,Large,4,28,53,RZS525,103521.5235
402,Masters,9,Analyst,Finance,New York,,3,46,44,,79836.65106
403,Bachelors,14,Analyst,IT,New York,Small,3,30,56,TNQ099,82863.60736
404,PhD,16,Manager,IT,New York,Medium,4,,48,MPU690,111922.9422
405,High School,1,,Finance,New York,Large,0,58,41,WAQ224,60236.32912
406,Bachelors,14,Software Engineer,Finance,New York,Small,1,22,,NHP418,69152.28371
407,High School,7,Analyst,Finance,New York,Small,,55,48,DOO706,67781.64867
408,Masters,13,Manager,Healthcare,New York,Small,3,41,41,KRQ044,95817.44859
409,,14,Analyst,Education,New York,Large,3,52,36,WBW673,100435.0916
410,Bachelors,10,Analyst,IT,New York,Large,2,55,56,RYZ291,68557.14478
411,High School,14,Analyst,Finance,New York,Medium,4,32,36,ELE879,
412,PhD,17,Manager,Education,New York,Large,1,43,41,GZL242,103624.5357
413,Masters,10,Data Scientist,Education,New York,Small,3,25,45,JES946,90979.57491
414,PhD,17,Software Engineer,IT,New York,Medium,3,24,52,DSO453,101210.1507
415,High School,7,Analyst,Finance,New York,Large,1,25,54,RTS865,67899.08099
416,High School,11,Data Scientist,IT,New York,Large,0,,38,KZK354,79986.06947
417,Masters,7,Analyst,Finance,New York,Medium,0,26,38,AFG933,63986.18078
418,Bachelors,2,Analyst,IT,New York,Medium,0,44,34,RFN647,49543.81354
419,Masters,6,Manager,Education,New York,Medium,4,30,31,OCC340,86920.82912
420,PhD,6,Data Scientist,Finance,New York,Medium,0,32,47,REN726,105297.4019
421,Bachelors,13,Manager,IT,New York,Large,3,22,34,XEW199,79134.2687
422,High School,17,Analyst,Education,New York,Small,,53,37,BBN578,75290.07568
423,High School,12,Data Scientist,Finance,New York,Small,3,39,51,PPM242,92096.84322
424,Bachelors,14,Data Scientist,Healthcare,New York,Small,0,53,48,BHV291,99461.4571
425,PhD,5,Analyst,Healthcare,New York,Large,3,55,33,OHD667,67048.04469
426,Masters,0,Data Scientist,Healthcare,New York,Medium,1,40,50,TID429,79793.71545
427,High School,8,Data Scientist,Finance,New York,Large,4,28,31,POV065,84035.56701
428,High School,4,Manager,Finance,New York,Large,4,41,39,KZC990,76645.32655
429,PhD,14,Manager,Finance,New York,Small,1,33,50,SKW091,117768.2454
430,Masters,2,Data Scientist,Healthcare,New York,Large,3,47,,FXR600,87237.96066
431,Bachelors,15,Software Engineer,Education,New York,Large,2,25,43,ZMU832,84988.5466
432,High School,12,,IT,New York,Medium,3,43,30,ELJ587,81831.17066
433,PhD,1,Software Engineer,Healthcare,New York,Medium,2,41,37,CQY499,69492.3093
434,Bachelors,7,Manager,Healthcare,New York,Small,4,22,58,MFB349,88541.08034
435,,9,Manager,Finance,New York,Medium,,42,37,KLP057,88279.35436
436,Masters,16,Software Engineer,Education,New York,Small,2,27,33,ARF055,
437,,13,Analyst,Healthcare,New York,Small,,40,41,SBO272,99822.2776
438,Bachelors,13,Analyst,IT,New York,Small,4,46,33,OFB630,83765.88931
439,Bachelors,0,Software Engineer,Healthcare,New York,Large,2,25,56,DJS646,61035.86978
440,High School,15,Analyst,,New York,Large,2,39,,PDM439,71232.80967
441,Masters,15,Data Scientist,Education,New York,Medium,2,42,,DDN440,98472.76511
442,Bachelors,3,Manager,Finance,New York,,4,49,,,60306.34116
443,High School,17,Data Scientist,Healthcare,New York,Large,0,59,51,SEX133,118426.3692
444,PhD,12,Data Scientist,Education,New York,Medium,2,30,58,KFD139,98932.47433
445,PhD,5,Manager,Healthcare,New York,Small,2,44,36,BZN052,99696.6996
446,High School,16,Software Engineer,Healthcare,New York,Small,4,34,30,HAM577,92777.37931
447,Bachelors,3,Manager,Education,New York,Small,3,32,57,GEV308,69604.62891
448,High School,0,Software Engineer,Healthcare,New York,Large,2,45,38,PWC324,49451.81424
449,Bachelors,8,Manager,,New York,Large,3,52,45,QCY997,78145.79976
450,Bachelors,6,Analyst,Healthcare,New York,Large,0,44,50,AQI125,52188.40347
451,Masters,12,Manager,Finance,New York,Small,1,22,50,TFK277,83711.15276
452,High School,2,Software Engineer,IT,New York,Small,0,54,,IQF705,49840.24111
453,PhD,,Software Engineer,Healthcare,New York,Medium,4,35,51,WEX861,73882.82085
454,PhD,12,Data Scientist,Education,New York,Small,0,33,49,XDQ557,110806.334
455,High School,14,Analyst,IT,New York,Medium,1,25,44,DOG900,67535.56578
456,Masters,15,Manager,Education,New York,Large,1,58,53,NAA619,99135.86942
457,Bachelors,8,Analyst,Finance,New York,Large,2,22,31,OZT858,82827.30388
458,Bachelors,14,Analyst,Education,New York,Small,4,43,39,DFL396,69747.13043
459,Masters,2,Manager,Healthcare,New York,Medium,4,58,53,AYW790,89478.99468
460,Bachelors,3,Analyst,Education,New York,Small,2,27,39,YVB239,67491.96898
461,Masters,9,Manager,Education,New York,Large,1,58,59,RFZ733,83871.7967
462,PhD,14,,Education,New York,Small,3,25,47,DMU809,109277.537
463,Masters,18,Analyst,Finance,New York,Small,3,30,36,LZU514,86087.63861
464,High School,14,Manager,Education,New York,Small,3,59,34,VFR829,
465,Bachelors,3,Analyst,Education,New York,Small,1,,40,RMW425,
466,High School,17,Manager,Healthcare,New York,Small,0,38,53,HRC028,95258.64218
467,Bachelors,17,Data Scientist,IT,New York,,1,54,,,99275.28014
468,Bachelors,0,Software Engineer,Education,New York,Medium,3,24,30,UKN836,67485.15693
469,Masters,13,Manager,IT,New York,,0,37,43,,109968.8588
470,High School,0,,Healthcare,New York,Small,3,51,35,SOM107,56077.70084
471,Masters,14,Analyst,IT,New York,Medium,4,25,51,ETB848,82942.40802
472,High School,19,Analyst,Healthcare,New York,Medium,1,33,31,ICJ735,77350.13958
473,Bachelors,3,Analyst,Education,New York,Large,4,24,56,QAJ130,56538.66874
474,High School,12,Manager,Finance,New York,Small,3,24,54,XLL915,104103.6128
475,PhD,16,Data Scientist,,New York,Small,4,29,38,MQE388,108566.4465
476,Masters,5,Data Scientist,IT,New York,Large,4,40,39,ZVX343,95531.39922
477,PhD,10,Analyst,Finance,New York,Small,0,52,32,LGE196,110811.9268
478,PhD,9,Software Engineer,Healthcare,New York,Large,0,24,37,JZR684,71136.46503
479,Bachelors,18,Software Engineer,Healthcare,New York,Large,3,35,43,MYP419,93454.16601
480,,,Software Engineer,Education,New York,Small,0,24,57,KJM018,66350.89855
481,Masters,6,Data Scientist,Healthcare,New York,Large,0,,33,ZFD160,93867.00445
482,High School,9,Analyst,IT,New York,Medium,0,52,37,AOO073,
483,High School,5,Data Scientist,Healthcare,New York,Small,2,26,49,QQG007,89522.34717
484,Bachelors,,Software Engineer,Finance,New York,,,55,59,,84158.31645
485,Bachelors,17,Manager,Education,New York,Medium,0,22,48,RAG953,101508.5728
486,Masters,8,Manager,IT,New York,Medium,3,46,58,IMD001,100657.9066
487,Masters,16,,Healthcare,New York,Large,4,43,48,ZGK307,89602.77514
488,High School,14,Software Engineer,Healthcare,New York,Large,4,34,48,KEL868,88842.43475
489,,15,Analyst,Education,New York,Large,0,,30,HPR330,
490,Masters,8,Software Engineer,Healthcare,New York,Medium,0,37,54,SRL461,87144.52384
491,High School,15,Analyst,Education,New York,Medium,4,,33,CRU077,86629.3647
492,Masters,8,Software Engineer,Healthcare,New York,Medium,3,46,43,CAJ603,112737.8946
493,Bachelors,13,Data Scientist,Healthcare,New York,Large,0,34,56,NFJ505,77154.27327
494,Bachelors,11,Analyst,Healthcare,New York,Medium,0,46,40,BPN784,60710.13077
495,High School,6,Software Engineer,Finance,New York,Small,4,58,32,CPI671,61366.18895
496,High School,16,Data Scientist,Healthcare,New York,Large,2,50,39,HLV599,104811.8224
497,Masters,5,Software Engineer,Finance,New York,Large,3,42,35,YJR472,93464.37014
498,Bachelors,17,Software Engineer,IT,New York,Medium,0,47,55,KUT751,95887.10812
499,Bachelors,6,Manager,Healthcare,New York,Small,0,26,32,MBR075,83813.47125
500,Masters,18,Data Scientist,IT,New York,Small,3,46,33,AGQ006,119014.6397
501,Masters,,Software Engineer,Finance,New York,Large,2,45,36,AME849,61623.11588
502,PhD,12,Data Scientist,,New York,Small,4,41,41,SWQ033,100766.6442
503,High School,9,Data Scientist,Healthcare,New York,Small,3,50,48,NZW628,86964.15877
504,Masters,0,Data Scientist,IT,New York,Small,1,27,37,PIF017,75912.03887
505,Masters,7,Data Scientist,,New York,Large,3,27,41,YCG571,98575.92558
506,PhD,19,Manager,Finance,New York,Medium,0,55,30,NMI766,107790.7676
507,,10,Software Engineer,Finance,New York,Large,1,39,46,KGQ850,71414.27151
508,Masters,5,Manager,Healthcare,New York,Small,3,58,41,UCY229,89809.21268
509,PhD,13,Software Engineer,Education,New York,Small,0,,50,TXT647,87020.88793
510,High School,6,Analyst,IT,New York,Medium,1,,53,TAD697,78329.17795
511,Bachelors,12,Software Engineer,IT,New York,Large,3,48,56,WIF651,70164.18033
512,PhD,5,Manager,Education,New York,Large,4,,46,YNP158,83848.389
513,,8,Analyst,IT,New York,,3,45,56,,87408.39972
514,Masters,1,Software Engineer,IT,New York,Medium,2,27,50,BZV526,72022.45008
515,High School,12,,Finance,New York,,1,56,44,,100628.3426
516,Bachelors,15,Analyst,Education,New York,Medium,3,26,38,MMM260,74758.46019
517,High School,6,Analyst,Healthcare,New York,Small,1,31,38,BIA972,68561.8442
518,High School,0,Manager,Education,New York,Medium,0,53,41,FNY052,57849.17971
519,Masters,2,Software Engineer,Healthcare,New York,Large,4,53,54,OHR169,72256.85
520,High School,18,Software Engineer,IT,New York,,0,28,31,,94960.14666
521,High School,10,Manager,Finance,New York,Large,3,49,48,HHY390,73543.94929
522,Bachelors,1,Manager,,New York,Small,1,27,37,COA641,78364.98124
523,High School,13,Analyst,Healthcare,New York,Large,0,44,41,HNM607,81063.38935
524,Masters,15,Manager,Education,New York,Large,2,51,59,JWV492,100631.8424
525,High School,19,Data Scientist,Finance,New York,Medium,2,,46,FGZ960,103539.9075
526,Masters,5,Manager,IT,New York,Large,0,25,49,YXS947,80463.98954
527,PhD,12,Manager,Healthcare,New York,Medium,0,25,44,XBH639,96914.56892
528,Masters,7,Data Scientist,Education,New York,Small,3,57,48,KIO602,83893.2499
529,Masters,1,Data Scientist,Education,New York,Medium,2,23,39,ELO192,72468.14164
530,Masters,13,Analyst,Healthcare,New York,Small,4,59,49,DRR505,102231.5277
531,Masters,2,Analyst,Education,New York,,1,54,33,,84118.38224
532,PhD,9,Software Engineer,Healthcare,New York,Small,3,23,59,IZC764,104120.7252
533,High School,16,Analyst,Education,New York,Medium,0,31,39,QME755,85683.45533
534,Masters,4,Analyst,IT,New York,Small,0,32,35,WLR650,62156.03265
535,Bachelors,18,Data Scientist,Finance,New York,Large,3,54,50,UWW982,115390.4608
536,Bachelors,4,Analyst,Finance,New York,Small,3,59,33,BZI514,72818.68772
537,Bachelors,4,Software Engineer,Education,New York,,1,,34,,80761.25287
538,High School,9,Analyst,IT,New York,Medium,2,47,41,OLY008,89359.15313
539,Bachelors,6,Manager,IT,New York,Large,0,44,58,WFS072,80728.02249
540,PhD,18,Software Engineer,Healthcare,New York,Small,4,,40,HCO667,94047.54095
541,Masters,18,Software Engineer,Education,New York,Medium,0,35,57,PFX259,93753.94659
542,,16,Software Engineer,Healthcare,New York,,3,35,42,,78254.34936
543,Masters,5,Analyst,IT,New York,Small,1,56,34,QNJ116,73410.25357
544,Bachelors,17,Analyst,Finance,New York,Large,1,23,59,OMT073,73828.7973
545,Bachelors,5,Software Engineer,IT,New York,Large,3,31,48,SMD741,97312.92815
546,High School,7,Analyst,IT,New York,Small,2,50,47,NCG925,76112.53073
547,High School,10,Manager,Education,New York,Small,1,,36,BFM202,99519.79089
548,Bachelors,0,Manager,Finance,New York,Large,,,41,UZK682,74094.78413
549,PhD,5,Manager,IT,New York,Large,1,28,57,KIB007,84344.15024
550,Masters,18,,Healthcare,New York,Small,1,,42,CYJ107,109403.6859
551,Masters,7,Manager,Finance,New York,Large,4,25,41,IUK051,92513.2662
552,Masters,0,Manager,IT,New York,Small,1,44,53,PVX180,75147.74008
553,High School,10,Software Engineer,IT,New York,Medium,2,53,45,ZPN869,96549.67463
554,Masters,9,Data Scientist,Healthcare,New York,Large,3,57,59,DNI045,85004.19123
555,Bachelors,7,Data Scientist,Healthcare,New York,Large,0,25,53,FAB983,73275.52117
556,PhD,3,Manager,Finance,New York,Medium,,29,35,BSS309,104249.3868
557,Masters,0,Manager,Education,New York,,1,56,37,,71848.34512
558,Masters,11,Data Scientist,Education,New York,Small,0,52,45,EHA007,80039.66391
559,High School,13,Analyst,IT,New York,Medium,0,30,44,HRA531,73816.94488
560,High School,11,Manager,Education,New York,Small,2,37,43,BKY849,97057.73167
561,PhD,16,Software Engineer,Healthcare,New York,Medium,1,42,39,HRW475,104214.2146
562,Masters,,Data Scientist,Education,New York,Medium,1,40,31,KYU284,103644.5594
563,PhD,1,Software Engineer,IT,New York,Medium,3,45,54,KRB846,70509.07018
564,Bachelors,17,Manager,IT,New York,Small,2,55,40,BJE126,110164.4698
565,High School,1,Analyst,Healthcare,New York,Large,4,49,49,LJM434,88406.30161
566,Bachelors,12,Software Engineer,Finance,New York,Small,3,27,32,YCL607,71923.16957
567,Bachelors,13,Data Scientist,,New York,Large,1,55,50,LMA367,85239.78917
568,Masters,14,Analyst,IT,New York,Large,1,49,55,BHT610,99355.88123
569,PhD,16,Software Engineer,,New York,Large,1,42,49,QNP335,93473.40506
570,Masters,18,Manager,Finance,New York,Large,4,38,37,TUH254,100333.1246
571,,18,Software Engineer,Finance,New York,Small,3,55,33,OUJ824,94301.46981
572,Masters,13,Software Engineer,Finance,New York,Large,4,22,56,GBD233,93361.90002
573,Bachelors,4,Software Engineer,Finance,New York,,4,41,47,,55013.41552
574,Masters,,Manager,Education,New York,Small,3,,41,OZB474,101915.4892
575,High School,16,Data Scientist,IT,New York,Large,3,24,44,OCJ536,97724.44883
576,Masters,5,Analyst,,New York,Medium,3,36,42,OMT294,87147.29957
577,Bachelors,16,Manager,Education,New York,Large,2,24,30,YGT618,
578,Bachelors,14,,IT,New York,Medium,1,39,41,MQQ613,77327.39762
579,Bachelors,2,Software Engineer,IT,New York,Medium,2,35,58,SKL099,50447.93205
580,Masters,8,Manager,,New York,Large,4,32,52,HAW969,80981.35907
581,High School,11,Software Engineer,Education,New York,Large,3,40,34,SEK440,68025.1172
582,High School,11,Software Engineer,Education,New York,Small,4,44,59,LHH222,97109.89685
583,Masters,9,Analyst,Finance,New York,Medium,0,38,54,BBO668,87413.01657
584,High School,17,Analyst,Education,New York,Large,3,36,33,VIC235,93895.98372
585,High School,10,Manager,Finance,New York,Small,3,29,30,GLU396,67854.95416
586,PhD,7,Analyst,Finance,New York,Small,0,48,40,KQF248,81447.43856
587,Bachelors,,Analyst,Education,New York,Large,4,28,46,JOO526,77522.35987
588,Masters,11,Data Scientist,Healthcare,New York,Large,1,56,59,LNW825,101734.0709
589,PhD,16,Software Engineer,Finance,New York,Small,0,32,39,XHN572,111471.6799
590,Masters,17,Data Scientist,Education,New York,Medium,,29,53,VIB713,88291.69343
591,High School,1,Analyst,IT,New York,Medium,4,57,30,AHE079,55443.31224
592,Masters,8,Analyst,,New York,Small,2,32,44,TPP995,73373.2171
593,Masters,4,Software Engineer,,New York,Small,4,30,36,QFE758,83943.15204
